person_id,timestamp,x,y,z,predicted_x,predicted_y,predicted_z
0,2024-01-01 00:00:00,1.948840012119979,0.007821493624920762,0.16302492717025058,1.9707345632334425,-0.23569006455534489,0.42686855134096274
0,2024-01-01 00:00:30,1.7728395409962154,0.4249022009070605,-0.041108997778579154,2.230222672871917,0.35347432121312894,0.2838295967065953
0,2024-01-01 00:01:00,1.8245881920424225,0.893428172993631,0.19605723267746986,1.9705215404871295,0.79519986454112,0.15322131750402457
0,2024-01-01 00:01:30,1.7320435105403302,1.1040111440728628,0.23825732852325243,2.0343756712044736,1.2198403987828552,0.6149652927561292
0,2024-01-01 00:02:00,1.5023771237776269,1.5727616544178207,0.41065402713194143,1.7784682193602217,1.5723738430646101,0.9018153607352192
0,2024-01-01 00:02:30,0.9900017167966185,1.8472176625475047,0.4736965325996182,1.5150571012222254,1.9400617613699394,0.5913663655575627
0,2024-01-01 00:03:00,0.4283338032123659,1.804923108227129,0.377706443810059,0.4093540398563369,1.3489188486846921,0.7469900198602
0,2024-01-01 00:03:30,0.31628121653576524,1.8997680501522833,0.5754562892376399,0.42603913642471547,1.8221135135678994,0.7005678515695162
0,2024-01-01 00:04:00,-0.10882356308016042,2.092767877950428,0.503653941330133,-0.0037427394972905648,2.2085651271993827,1.1140643921596558
0,2024-01-01 00:04:30,-0.6988795550358241,1.7161667853612572,0.5557068340818734,-0.45829098248755357,1.8057116809589666,0.7704934507232333
0,2024-01-01 00:05:00,-0.7377285917360623,1.7818709539726791,0.6732191448507896,-0.361557033148458,1.3913968746012122,1.2495104996549122
0,2024-01-01 00:05:30,-1.318308893988706,1.5580231438976668,0.8451731634018739,-0.7832915733746999,1.4518890620820306,1.1468404955602494
0,2024-01-01 00:06:00,-1.4546503148735501,1.2138430099764435,0.8459027884038334,-1.1506365260440583,1.1688303497630559,1.2686340862832928
0,2024-01-01 00:06:30,-1.690687490734043,0.6485743160301394,1.05352089887694,-1.3372496510440222,0.7119000306705777,1.1151825255452321
0,2024-01-01 00:07:00,-1.8041513508647442,0.537473314508881,1.097665966571564,-1.5040314840922369,0.2578096387753561,1.4588643786944517
0,2024-01-01 00:07:30,-2.1662355800400537,0.19103099314110566,1.1240856786805895,-1.8013300830233727,-0.5290271717481193,1.3449685901920336
0,2024-01-01 00:08:00,-1.8284971054777768,-0.28281759855057176,1.1710495630584639,-1.766350193910782,-0.4595186726484803,1.5681813748559161
0,2024-01-01 00:08:30,-2.0019313696491934,-0.6671407057364256,1.0623172143294752,-1.7774957022970943,-0.6233793062796444,1.5170533707937306
0,2024-01-01 00:09:00,-1.6304250372768112,-1.0868593851105135,1.2867124264849408,-1.799285022140497,-1.3210136545850062,1.3273231575202844
0,2024-01-01 00:09:30,-1.4638696324818057,-1.2695390281945054,1.3555998944014716,-1.2581990422045193,-1.4755758587073753,1.8814455758789768
0,2024-01-01 00:10:00,-1.0632194687489698,-1.574607128791878,1.57714575793651,-0.6943396507639846,-1.9008887591401922,2.0839809565970846
0,2024-01-01 00:10:30,-0.7663820358645217,-1.9059484447819204,1.5049030287638225,-0.742716076344057,-1.767301137114881,1.9253114667030096
0,2024-01-01 00:11:00,-0.4927844899785249,-2.0667308009187306,1.518156586716955,-0.4321010362952853,-2.1070531372376706,2.071397922901199
